0.000000 0.000000
0.013437 0.000000
0.026874 0.000000
0.040310 0.000000
0.053747 0.000000
0.067184 0.000000
0.080621 0.000000
0.094057 0.000000
0.107494 0.000000
0.120931 0.000000
0.134368 0.000000
0.147804 0.000000
0.161241 0.000000
0.174678 0.000000
0.188115 0.000000
0.201552 0.000000
0.214988 0.000000
0.228425 0.000000
0.241862 0.000000
0.255299 0.000000
0.268735 0.000000
0.282172 0.000000
0.295609 0.000000
0.309046 0.000000
0.322482 0.000000
0.335919 0.000000
0.349356 0.000000
0.362793 0.000000
0.376230 0.000000
0.389666 0.000000
0.403103 0.000000
0.416540 0.000000
0.429977 0.000000
0.443413 0.000000
0.456850 0.000000
0.470287 0.000000
0.483724 0.000000
0.497160 0.000000
0.510597 0.000000
0.524034 0.000000
0.537471 0.000000
0.550908 0.000000
0.564344 0.000000
0.577781 0.000000
0.591218 0.000000
0.604655 0.000000
0.618091 0.000000
0.631528 0.000000
0.644965 0.000000
0.658402 0.000000
0.671838 0.000000
0.685275 0.000000
0.698712 0.000000
0.712149 0.000000
0.725586 0.000000
0.739022 0.000000
0.752459 0.000000
0.765896 0.000000
0.779333 0.000000
0.792769 0.000000
0.806206 0.000000
0.819643 0.000000
0.833080 0.000000
0.846516 0.000000
0.859953 0.000000
0.873390 0.000000
0.886827 0.000069
0.900264 0.000849
0.913700 0.005111
0.927137 0.024777
0.940574 0.082314
0.954011 0.217326
0.967447 0.450249
0.980884 0.795781
0.994321 1.242801
1.007758 1.702974
1.021194 2.151618
1.034631 2.526299
1.048068 2.798024
1.061505 2.978576
1.074942 3.046140
1.088378 3.022896
1.101815 2.937738
1.115252 2.807974
1.128689 2.647898
1.142125 2.485394
1.155562 2.296822
1.168999 2.129583
1.182436 1.964012
1.195872 1.802985
1.209309 1.665225
1.222746 1.532843
1.236183 1.414776
1.249620 1.315602
1.263056 1.217856
1.276493 1.131958
1.289930 1.050334
1.303367 0.989750
1.316803 0.931451
1.330240 0.876741
1.343677 0.832940
1.357114 0.786303
1.370550 0.749770
1.383987 0.717478
1.397424 0.699635
1.410861 0.665850
1.424298 0.650026
1.437734 0.633773
1.451171 0.614801
1.464608 0.603801
1.478045 0.595451
1.491481 0.587700
1.504918 0.578156
1.518355 0.576455
1.531792 0.572606
1.545228 0.573588
1.558665 0.579686
1.572102 0.578882
1.585539 0.586820
1.598976 0.594280
1.612412 0.602854
1.625849 0.614810
1.639286 0.627278
1.652723 0.645577
1.666159 0.661119
1.679596 0.678986
1.693033 0.699878
1.706470 0.723844
1.719906 0.749643
1.733343 0.775969
1.746780 0.802022
1.760217 0.831129
1.773654 0.866700
1.787090 0.898794
1.800527 0.929255
1.813964 0.957900
1.827401 0.987457
1.840837 1.019296
1.854274 1.045245
1.867711 1.072981
1.881148 1.101631
1.894584 1.126005
1.908021 1.147645
1.921458 1.165430
1.934895 1.183543
1.948332 1.201787
1.961768 1.214647
1.975205 1.228549
1.988642 1.245482
2.002079 1.255222
2.015515 1.266892
2.028952 1.272991
2.042389 1.283432
2.055826 1.285977
2.069263 1.286612
2.082699 1.285905
2.096136 1.277726
2.109573 1.278639
2.123010 1.266833
2.136446 1.253644
2.149883 1.238197
2.163320 1.220269
2.176757 1.205064
2.190193 1.184679
2.203630 1.158403
2.217067 1.136165
2.230504 1.114600
2.243941 1.090320
2.257377 1.064760
2.270814 1.040915
2.284251 1.019807
2.297688 0.999158
2.311124 0.982399
2.324561 0.958197
2.337998 0.938082
2.351435 0.922410
2.364871 0.905822
2.378308 0.891364
2.391745 0.877022
2.405182 0.865634
2.418619 0.856274
2.432055 0.848942
2.445492 0.842963
2.458929 0.834986
2.472366 0.830017
2.485802 0.824467
2.499239 0.825365
2.512676 0.825012
2.526113 0.827034
2.539549 0.831078
2.552986 0.833976
2.566423 0.837581
2.579860 0.845107
2.593297 0.851499
2.606733 0.861282
2.620170 0.868472
2.633607 0.879683
2.647044 0.890765
2.660480 0.905043
2.673917 0.914017
2.687354 0.927392
2.700791 0.942607
2.714227 0.953404
2.727664 0.967243
2.741101 0.982329
2.754538 0.991788
2.767975 1.008012
2.781411 1.021350
2.794848 1.032656
2.808285 1.043639
2.821722 1.055069
2.835158 1.062980
2.848595 1.074286
2.862032 1.081539
2.875469 1.090635
2.888905 1.095149
2.902342 1.098031
2.915779 1.102911
2.929216 1.105727
2.942653 1.107968
2.956089 1.111866
2.969526 1.110028
2.982963 1.109542
2.996400 1.107439
3.009836 1.102702
3.023273 1.100461
3.036710 1.101565
3.050147 1.094881
3.063583 1.091344
3.077020 1.083965
3.090457 1.077461
3.103894 1.071364
3.117331 1.064956
3.130767 1.059234
3.144204 1.050941
3.157641 1.042625
3.171078 1.038633
3.184514 1.028468
3.197951 1.025406
3.211388 1.015752
3.224825 1.008947
3.238261 1.002545
3.251698 0.994560
3.265135 0.987174
3.278572 0.981200
3.292009 0.976486
3.305445 0.969603
3.318882 0.965926
3.332319 0.957322
3.345756 0.952577
3.359192 0.949345
3.372629 0.945173
3.386066 0.941631
3.399503 0.937360
3.412939 0.938641
3.426376 0.935149
3.439813 0.932027
3.453250 0.933321
3.466687 0.932145
3.480123 0.932848
3.493560 0.934660
3.506997 0.935344
3.520434 0.935977
3.533870 0.939720
3.547307 0.944230
3.560744 0.946568
3.574181 0.950888
3.587617 0.955530
3.601054 0.958729
3.614491 0.964936
3.627928 0.970737
3.641365 0.976589
3.654801 0.981867
3.668238 0.985454
3.681675 0.992711
3.695112 0.996724
3.708548 1.004660
3.721985 1.008511
3.735422 1.012511
3.748859 1.017051
3.762295 1.022384
3.775732 1.026443
3.789169 1.031148
3.802606 1.034739
3.816043 1.039538
3.829479 1.041110
3.842916 1.042335
3.856353 1.045823
3.869790 1.045772
3.883226 1.048649
3.896663 1.047280
3.910100 1.049550
3.923537 1.049782
3.936973 1.047706
3.950410 1.047772
3.963847 1.045746
3.977284 1.044293
3.990721 1.041645
4.004157 1.042136
4.017594 1.039580
4.031031 1.035149
4.044468 1.033226
4.057904 1.030610
4.071341 1.026677
4.084778 1.022840
4.098215 1.019764
4.111651 1.015994
4.125088 1.011099
4.138525 1.008632
4.151962 1.009337
4.165399 1.004238
4.178835 0.998763
4.192272 0.997739
4.205709 0.992894
4.219146 0.989853
4.232582 0.989169
4.246019 0.986925
4.259456 0.983581
4.272893 0.982297
4.286329 0.980519
4.299766 0.978045
4.313203 0.976164
4.326640 0.975252
4.340077 0.974165
4.353513 0.974204
4.366950 0.973570
4.380387 0.972018
4.393824 0.972233
4.407260 0.971977
4.420697 0.973497
4.434134 0.973999
4.447571 0.973468
4.461007 0.974840
4.474444 0.976092
4.487881 0.975623
4.501318 0.977528
4.514755 0.981174
4.528191 0.982512
4.541628 0.984064
4.555065 0.986687
4.568502 0.989795
4.581938 0.990987
4.595375 0.993972
4.608812 0.994672
4.622249 0.997416
4.635685 1.001112
4.649122 1.002318
4.662559 1.004639
4.675996 1.008247
4.689433 1.008317
4.702869 1.009577
4.716306 1.011665
4.729743 1.014529
4.743180 1.016846
4.756616 1.018542
4.770053 1.018369
4.783490 1.019845
4.796927 1.020697
