,u,w,lap,m,k,fsq,t,vol
593,-11755.312,1301.6167,1857587.6,2048.0,2185.0967,1295372.8,2970.0,2151.779
594,-11661.379,1826.1826,1902554.5,2048.0,2136.4712,1403791.0,2975.0,2152.6023
595,-11669.323,840.2482,1801381.1,2048.0,2139.8896,1219182.6,2980.0,2172.3865
596,-11623.383,1209.6952,1834283.5,2048.0,2099.51,1292968.0,2985.0,2170.197
597,-11726.801,1356.1631,1860928.1,2048.0,2177.3247,1334759.8,2990.0,2155.1807
598,-11676.678,1581.5697,1878326.0,2048.0,2093.8462,1366567.9,2995.0,2154.8867
599,-11739.229,999.27277,1824815.4,2048.0,2193.129,1273483.0,3000.0,2160.2095
600,-11654.935,1483.5636,1866774.2,2048.0,2228.976,1339339.8,3005.0,2159.9373
601,-11735.854,951.64276,1819514.2,2048.0,2165.5488,1239185.1,3010.0,2162.4722
602,-11690.971,1429.0098,1864724.5,2048.0,2147.9004,1324088.4,3015.0,2157.4897
603,-11736.938,1315.8131,1857370.0,2048.0,2141.6665,1329424.5,3020.0,2154.0356
604,-11733.399,1526.9181,1878940.0,2048.0,2164.7783,1322454.2,3025.0,2150.0725
605,-11687.331,1425.6858,1864484.2,2048.0,2151.1401,1343657.9,3030.0,2158.1638
606,-11700.807,1995.3195,1923830.1,2048.0,2090.096,1391250.8,3035.0,2143.6333
607,-11757.025,1172.5369,1844886.4,2048.0,2116.1887,1327389.0,3040.0,2155.0781
608,-11716.553,1658.8986,1890685.2,2048.0,2127.4634,1380923.9,3045.0,2149.6616
609,-11750.182,1010.75287,1826607.0,2048.0,2137.3887,1233005.2,3050.0,2158.8633
610,-11714.67,1007.88586,1822826.8,2048.0,2088.8384,1262212.9,3055.0,2163.152
611,-11782.609,940.7329,1822853.5,2048.0,2145.141,1225549.2,3060.0,2157.6548
612,-11747.543,1479.8873,1874976.2,2048.0,2196.979,1287376.9,3065.0,2149.486
613,-11713.522,1393.6675,1863449.8,2048.0,2167.5188,1318994.1,3070.0,2154.545
614,-11636.128,1342.4877,1848754.5,2048.0,2096.6682,1288291.1,3075.0,2166.7573
615,-11595.002,1890.3851,1901734.1,2048.0,2086.0596,1382480.2,3080.0,2158.3767
616,-11659.693,1581.1842,1876458.6,2048.0,2102.3833,1323654.5,3085.0,2158.2153
617,-11685.049,911.683,1811456.6,2048.0,2093.237,1338718.4,3090.0,2168.956
618,-11684.667,653.7533,1782979.0,2048.0,2198.8137,1211624.5,3095.0,2174.6077
619,-11674.043,1709.1742,1890712.8,2048.0,2117.1492,1351586.5,3100.0,2153.8687
620,-11682.114,1371.7028,1856364.9,2048.0,2136.3647,1253677.4,3105.0,2160.1616
621,-11681.434,1353.5371,1854370.2,2048.0,2124.1135,1279232.6,3110.0,2160.4504
622,-11668.861,622.94055,1778774.2,2048.0,2115.7295,1234571.0,3115.0,2177.36
623,-11673.269,834.3256,1799060.4,2048.0,2110.1157,1198619.9,3120.0,2172.76
624,-11744.326,1101.4292,1833448.0,2048.0,2212.9473,1191696.1,3125.0,2158.923
625,-11749.953,1355.2205,1861988.0,2048.0,2195.1335,1258591.2,3130.0,2151.819
626,-11710.3955,1260.4568,1848788.0,2048.0,2136.0237,1289959.2,3135.0,2158.967
627,-11734.554,556.4393,1778709.2,2048.0,2102.5542,1193649.4,3140.0,2171.1355
628,-11756.793,1148.652,1841132.8,2048.0,2115.3843,1249081.5,3145.0,2156.5588
629,-11654.625,606.56213,1775203.1,2048.0,2024.8812,1237511.6,3150.0,2179.006
630,-11726.704,1336.6599,1858327.9,2048.0,2184.7087,1308156.2,3155.0,2155.4333
631,-11673.469,1747.4086,1896486.1,2048.0,2192.552,1431671.1,3160.0,2152.0227
632,-11649.434,1125.3853,1827876.1,2048.0,2114.4358,1271552.9,3165.0,2168.7993
633,-11650.771,1452.1299,1861236.0,2048.0,2123.907,1274795.8,3170.0,2161.9553
634,-11718.014,1063.4895,1828998.6,2048.0,2149.3052,1248845.6,3175.0,2161.7156
635,-11702.069,1107.719,1830547.8,2048.0,2159.133,1210891.1,3180.0,2163.0137
636,-11683.299,958.8137,1814497.4,2048.0,2182.5693,1273460.4,3185.0,2168.144
637,-11690.708,1955.7037,1918308.5,2048.0,2188.5864,1408711.9,3190.0,2147.1035
638,-11626.394,1452.5355,1860199.4,2048.0,2209.1453,1342460.1,3195.0,2164.28
639,-11617.369,1675.2411,1880641.9,2048.0,2159.278,1333348.8,3200.0,2161.309
640,-11630.175,973.734,1810478.5,2048.0,2126.167,1272633.0,3205.0,2174.0076
641,-11668.808,1408.5273,1859931.0,2048.0,2165.7004,1368755.2,3210.0,2160.1233
642,-11633.065,1321.1547,1847703.4,2048.0,2146.7446,1360540.1,3215.0,2166.59
643,-11627.376,642.54895,1777412.8,2048.0,2179.4602,1234676.2,3220.0,2181.896
644,-11631.712,1117.1542,1826204.2,2048.0,2167.2883,1301400.8,3225.0,2171.15
645,-11642.79,1011.6024,1816697.6,2048.0,2197.6875,1306233.5,3230.0,2172.0823
646,-11657.331,951.2089,1810663.0,2048.0,2219.2173,1244236.2,3235.0,2171.4119
647,-11685.293,1551.6633,1875572.1,2048.0,2136.4595,1316101.1,3240.0,2155.4033
648,-11705.905,1257.1958,1847567.4,2048.0,2172.5432,1291069.1,3245.0,2159.036
649,-11794.56,564.2608,1784883.2,2048.0,2180.1216,1154559.8,3250.0,2162.904
650,-11705.201,1252.5862,1848357.5,2048.0,2115.3606,1303988.4,3255.0,2159.823
651,-11756.88,1306.3978,1857651.8,2048.0,2155.4102,1305524.0,3260.0,2152.2507
652,-11773.591,1234.9153,1853462.4,2048.0,2139.4097,1323293.9,3265.0,2151.3809
653,-11730.165,1089.5942,1834217.2,2048.0,2116.8804,1319508.6,3270.0,2159.525
654,-11765.161,1188.4993,1846186.6,2048.0,2126.5923,1222673.5,3275.0,2153.7046
655,-11761.29,1411.5348,1869343.5,2048.0,2155.772,1284974.8,3280.0,2149.172
656,-11619.471,1427.8834,1857538.5,2048.0,2077.6638,1365586.2,3285.0,2165.955
657,-11743.666,1257.2938,1850787.5,2048.0,2210.0088,1254430.4,3290.0,2154.7417
658,-11631.366,1204.8441,1835387.2,2048.0,2125.8665,1299316.0,3295.0,2168.6885
659,-11713.114,1343.3323,1856096.6,2048.0,2194.1365,1252291.8,3300.0,2157.3735
660,-11723.941,1617.4584,1885634.5,2048.0,2130.441,1277996.1,3305.0,2149.7449
661,-11699.731,628.81616,1781958.4,2048.0,2088.1843,1187708.2,3310.0,2173.3694
662,-11705.79,1653.0565,1888383.4,2048.0,2079.9417,1353589.6,3315.0,2151.1216
663,-11684.536,1019.91656,1820275.1,2048.0,2138.749,1248244.8,3320.0,2167.383
664,-11715.539,1709.5314,1894135.6,2048.0,2142.1787,1305601.6,3325.0,2149.5286
665,-11688.51,1519.7662,1871863.6,2048.0,2128.7812,1280353.5,3330.0,2156.3672
666,-11713.104,1811.8938,1905345.4,2048.0,2172.7402,1347184.5,3335.0,2147.0735
667,-11683.761,1440.8508,1864282.0,2048.0,2155.7107,1301892.8,3340.0,2157.353
668,-11681.9795,900.13696,1807687.5,2048.0,2086.7788,1212762.5,3345.0,2170.3662
669,-11671.133,1409.4415,1859224.2,2048.0,2098.0916,1319808.0,3350.0,2159.976
670,-11667.588,1218.71,1839506.1,2048.0,2098.777,1256134.8,3355.0,2164.256
671,-11679.242,1319.7858,1850678.9,2048.0,2140.1567,1306345.5,3360.0,2162.1255
672,-11744.931,1193.4211,1845078.6,2048.0,2177.6318,1271001.5,3365.0,2155.7126
673,-11683.939,1555.8568,1875185.0,2048.0,2198.8694,1302938.5,3370.0,2155.5718
674,-11644.755,1433.5096,1858598.9,2048.0,2157.7598,1274512.4,3375.0,2163.0784
675,-11722.846,1691.5447,1895645.5,2048.0,2096.6377,1381541.0,3380.0,2148.457
676,-11704.649,1540.3748,1878069.4,2048.0,2153.3972,1368800.4,3385.0,2153.0576
677,-11718.023,1336.0536,1857011.4,2048.0,2189.2922,1293000.8,3390.0,2157.302
678,-11696.83,1410.4985,1862474.5,2048.0,2080.218,1306952.4,3395.0,2157.6096
679,-11720.7705,1822.176,1906917.0,2048.0,2150.1707,1340732.5,3400.0,2146.5076
680,-11700.06,1265.7246,1847888.4,2048.0,2109.9436,1258892.2,3405.0,2159.4817
681,-11733.619,1091.1227,1831789.1,2048.0,2171.921,1215839.9,3410.0,2160.8108
682,-11668.866,983.7754,1816508.0,2048.0,2176.7456,1297495.0,3415.0,2168.9998
683,-11604.869,1517.0195,1862779.9,2048.0,2162.18,1294142.4,3420.0,2166.1792
684,-11734.924,1657.3934,1893331.9,2048.0,2161.4082,1372161.1,3425.0,2145.863
685,-11692.103,1200.3624,1840943.8,2048.0,2096.3076,1338033.4,3430.0,2161.2905
686,-11725.506,1394.102,1864320.1,2048.0,2071.7778,1284066.1,3435.0,2153.2131
687,-11755.651,974.7198,1823985.1,2048.0,2100.874,1236719.1,3440.0,2159.6477
688,-11782.912,1325.3639,1861759.5,2048.0,2122.6316,1309877.9,3445.0,2150.043
689,-11846.39,1480.0308,1885426.4,2048.0,2088.4316,1285612.0,3450.0,2137.364
690,-11763.064,1236.9784,1851011.2,2048.0,2078.0212,1273348.8,3455.0,2152.741
691,-11710.311,1075.0363,1828530.9,2048.0,2102.9504,1284621.6,3460.0,2163.8264
692,-11736.998,829.47473,1806481.8,2048.0,2162.8435,1189219.6,3465.0,2164.8887
693,-11768.937,1018.3377,1829141.5,2048.0,2132.4841,1233372.5,3470.0,2157.9316
694,-11783.699,1247.9753,1855679.1,2048.0,2081.978,1309839.4,3475.0,2150.374
695,-11808.015,1389.723,1871941.2,2048.0,2128.1418,1287464.6,3480.0,2144.7131
696,-11690.637,1562.5778,1877852.6,2048.0,2076.4524,1335982.8,3485.0,2154.6646
697,-11699.794,1372.5331,1856312.2,2048.0,2102.712,1217347.5,3490.0,2158.8618
698,-11729.02,828.34485,1806170.9,2048.0,2105.076,1206843.9,3495.0,2166.2893
699,-11691.491,1548.4238,1877421.8,2048.0,2108.725,1364523.4,3500.0,2153.896
700,-11739.432,827.459,1805179.1,2048.0,2116.1162,1165579.8,3505.0,2164.3457
701,-11735.629,1405.1968,1866904.1,2048.0,2146.4915,1324206.4,3510.0,2152.8665
702,-11748.858,998.7167,1825454.4,2048.0,2131.439,1244879.6,3515.0,2160.5498
703,-11757.786,1514.8729,1879024.2,2048.0,2149.0613,1321666.6,3520.0,2148.2512
704,-11752.423,1661.9346,1894753.0,2048.0,2193.9407,1360621.0,3525.0,2144.662
705,-11717.177,1207.5184,1844135.8,2048.0,2125.9521,1249936.1,3530.0,2159.7456
706,-11702.444,1769.7609,1900283.9,2048.0,2119.601,1321167.2,3535.0,2149.441
707,-11701.455,1154.413,1836190.6,2048.0,2109.16,1269383.4,3540.0,2162.1516
708,-11687.01,1276.0979,1846554.5,2048.0,2089.3003,1275422.1,3545.0,2161.891
709,-11733.88,1472.0769,1873329.4,2048.0,2163.0652,1318012.9,3550.0,2150.856
710,-11738.34,1671.7628,1894509.8,2048.0,2105.8071,1398277.5,3555.0,2146.7092
711,-11771.426,1086.0917,1836364.5,2048.0,2104.9636,1269938.5,3560.0,2155.9634
712,-11719.712,1373.6724,1862355.1,2048.0,2096.8667,1332720.8,3565.0,2155.387
713,-11760.401,1175.5376,1844451.2,2048.0,2090.0444,1239311.6,3570.0,2154.7468
714,-11738.912,1368.7219,1863051.4,2048.0,2089.6604,1329581.0,3575.0,2152.2383
715,-11822.642,1460.5175,1879341.9,2048.0,2180.5708,1219072.8,3580.0,2141.7478
716,-11768.775,946.4306,1821282.9,2048.0,2136.0234,1197740.5,3585.0,2159.4631
717,-11786.808,1067.7562,1834976.2,2048.0,2106.9714,1206901.8,3590.0,2154.5332
718,-11728.626,934.698,1817792.6,2048.0,2095.4229,1259012.4,3595.0,2163.25
719,-11674.779,1116.6599,1830926.9,2048.0,2082.1348,1298709.6,3600.0,2165.6704
720,-11667.717,772.0831,1793457.2,2048.0,2125.3071,1263656.1,3605.0,2174.559
721,-11714.014,1503.9929,1874548.9,2048.0,2139.945,1364309.6,3610.0,2153.489
722,-11654.122,894.35767,1804329.4,2048.0,2129.4985,1220789.1,3615.0,2172.7976
723,-11638.301,1047.3561,1818971.5,2048.0,2099.0693,1274532.1,3620.0,2172.4973
724,-11696.176,1739.5193,1895443.9,2048.0,2189.518,1324940.0,3625.0,2151.8887
725,-11645.306,1204.668,1836673.2,2048.0,2126.0776,1341589.6,3630.0,2166.693
726,-11710.319,1353.8789,1859452.2,2048.0,2180.2517,1315323.4,3635.0,2156.0864
727,-11628.281,939.16394,1808235.0,2048.0,2119.2153,1263390.1,3640.0,2174.5544
728,-11648.685,1244.9781,1840154.2,2048.0,2128.7886,1281522.8,3645.0,2165.762
729,-11663.241,1191.9082,1835219.9,2048.0,2161.7078,1251924.5,3650.0,2166.3862
730,-11603.187,1264.7917,1838265.6,2048.0,2161.3987,1304075.4,3655.0,2170.6594
731,-11643.755,917.60065,1806038.9,2048.0,2204.9546,1266649.5,3660.0,2174.5962
732,-11643.082,1388.3191,1855268.5,2048.0,2221.718,1329898.2,3665.0,2163.5574
733,-11645.799,1870.1239,1905227.4,2048.0,2151.31,1401646.0,3670.0,2154.7427
734,-11700.415,1120.5707,1834231.9,2048.0,2159.4414,1332559.0,3675.0,2162.833
735,-11668.901,1345.317,1853594.9,2048.0,2126.178,1373625.5,3680.0,2161.7769
736,-11762.65,1446.4341,1873682.1,2048.0,2152.6719,1325658.2,3685.0,2148.3193
737,-11734.567,704.0353,1792953.9,2048.0,2114.196,1182552.8,3690.0,2168.339
738,-11743.263,1691.1948,1896975.0,2048.0,2132.222,1362311.4,3695.0,2145.2212
739,-11807.809,1133.0645,1845116.5,2048.0,2115.235,1212943.5,3700.0,2148.865
740,-11820.118,1228.2083,1855829.1,2048.0,2100.381,1198983.6,3705.0,2145.852
741,-11802.716,1188.4515,1849189.1,2048.0,2106.7185,1214906.2,3710.0,2149.9985
742,-11759.7705,1098.085,1837668.9,2048.0,2163.0227,1287856.9,3715.0,2156.478
743,-11715.855,2018.8705,1927460.1,2048.0,2201.377,1380277.8,3720.0,2142.4019
744,-11684.114,1348.2041,1855415.0,2048.0,2120.2417,1330965.6,3725.0,2158.674
745,-11734.684,1581.4891,1883794.9,2048.0,2236.6094,1342848.9,3730.0,2150.059
746,-11653.641,1165.5233,1832294.6,2048.0,2107.994,1262737.9,3735.0,2169.1055
747,-11712.387,1350.6865,1857460.1,2048.0,2135.612,1274847.5,3740.0,2156.8865
748,-11685.173,1278.7327,1846696.5,2048.0,2161.0327,1266850.2,3745.0,2161.8171
749,-11785.632,1639.4005,1896240.0,2048.0,2214.1106,1312007.2,3750.0,2140.9492
750,-11678.859,1777.4625,1897864.2,2048.0,2205.5564,1349590.0,3755.0,2152.6753
751,-11681.107,1160.8413,1834539.6,2048.0,2221.5999,1270671.4,3760.0,2165.5125
752,-11664.715,1394.0089,1857738.9,2048.0,2191.995,1299229.9,3765.0,2160.2385
753,-11701.636,1696.1036,1891947.8,2048.0,2169.6643,1345413.1,3770.0,2151.2383
754,-11695.069,1519.6057,1873934.0,2048.0,2167.1099,1369192.5,3775.0,2154.5918
755,-11608.985,919.93787,1802963.6,2048.0,2110.7083,1273668.8,3780.0,2178.2756
756,-11686.338,1111.757,1830713.1,2048.0,2191.197,1292020.1,3785.0,2164.7483
757,-11704.128,1423.7908,1864605.1,2048.0,2134.7532,1280267.5,3790.0,2156.2483
758,-11754.575,776.1449,1805843.4,2048.0,2168.3586,1298051.1,3795.0,2162.3735
759,-11707.852,1811.2925,1904819.2,2048.0,2178.5413,1351773.1,3800.0,2148.461
760,-11704.983,1372.8684,1860491.2,2048.0,2093.29,1348032.4,3805.0,2157.1353
761,-11750.363,1372.3281,1864494.5,2048.0,2130.0298,1289745.4,3810.0,2151.687
762,-11699.116,1203.4458,1841794.1,2048.0,2135.3235,1306719.4,3815.0,2160.9712
763,-11714.466,1418.1677,1864801.2,2048.0,2179.5496,1273669.1,3820.0,2154.9575
764,-11739.9795,1191.8086,1844374.0,2048.0,2183.2864,1268206.8,3825.0,2156.3447
765,-11716.033,1225.6465,1845002.2,2048.0,2179.1323,1291156.4,3830.0,2160.247
766,-11772.191,1342.6748,1863498.5,2048.0,2141.3025,1286186.2,3835.0,2148.809
767,-11710.387,1623.9349,1887218.8,2048.0,2097.06,1369865.1,3840.0,2150.6167
768,-11731.218,1341.7015,1857555.2,2048.0,2143.8901,1228065.8,3845.0,2155.6401
769,-11718.59,1273.9437,1851044.0,2048.0,2109.3162,1292345.9,3850.0,2156.4795
770,-11820.348,794.4245,1811729.1,2048.0,2221.5898,1188389.6,3855.0,2156.496
771,-11712.907,1644.8182,1889223.1,2048.0,2204.099,1407706.2,3860.0,2150.437
772,-11645.707,895.66034,1804548.9,2048.0,2160.9968,1274921.2,3865.0,2175.141
773,-11663.301,1512.376,1870588.4,2048.0,2146.9065,1333610.2,3870.0,2158.5996
774,-11646.158,1221.6425,1836571.0,2048.0,2114.3635,1282301.2,3875.0,2167.8105
775,-11722.617,1905.6407,1916778.6,2048.0,2161.2302,1399048.9,3880.0,2144.0012
776,-11729.036,1410.2025,1865525.9,2048.0,2148.1553,1280388.1,3885.0,2153.8398
777,-11673.942,1664.5847,1884714.8,2048.0,2162.1077,1338049.9,3890.0,2154.9307
778,-11741.962,1223.0201,1847595.6,2048.0,2252.3872,1257440.9,3895.0,2156.3213
779,-11664.823,1519.7252,1869753.1,2048.0,2112.5554,1306050.0,3900.0,2159.2656
780,-11711.727,1800.0116,1904942.1,2048.0,2165.6355,1405945.4,3905.0,2147.309
781,-11723.898,2173.7034,1944008.9,2048.0,2190.7815,1428505.0,3910.0,2137.5667
782,-11643.849,1199.3167,1835741.8,2048.0,2174.3618,1306770.8,3915.0,2167.362
783,-11702.939,1250.4553,1845981.5,2048.0,2203.54,1278618.9,3920.0,2160.6228
784,-11677.624,1600.3545,1880696.0,2048.0,2157.6616,1348062.1,3925.0,2154.9946
785,-11704.896,1101.4226,1831295.5,2048.0,2114.5933,1278980.2,3930.0,2162.6648
786,-11713.398,939.6849,1815566.2,2048.0,2154.0815,1256522.0,3935.0,2164.416
787,-11658.3125,1520.3851,1868795.4,2048.0,2155.8005,1352831.8,3940.0,2160.4075
788,-11724.821,707.92035,1794134.4,2048.0,2146.611,1239197.6,3945.0,2168.7283
789,-11708.134,1068.594,1829334.8,2048.0,2134.8372,1299654.6,3950.0,2162.0286
790,-11726.003,1533.8267,1877730.8,2048.0,2109.2178,1327386.4,3955.0,2151.3157
791,-11729.404,1038.5265,1827054.0,2048.0,2152.241,1266422.0,3960.0,2162.5974
792,-11688.147,2062.5266,1927080.8,2048.0,2235.0107,1333656.8,3965.0,2145.1191
793,-11698.593,921.475,1812613.4,2048.0,2156.0728,1222561.8,3970.0,2168.1394
794,-11672.461,1367.4731,1855020.1,2048.0,2164.678,1292406.0,3975.0,2160.4932
795,-11772.122,856.4715,1812871.5,2048.0,2197.4116,1209292.0,3980.0,2159.9526
796,-11693.621,1576.0759,1879504.9,2048.0,2189.5032,1336874.6,3985.0,2153.049
797,-11716.931,1240.9873,1847089.2,2048.0,2202.8606,1284002.8,3990.0,2158.5017
798,-11653.107,1653.0944,1883103.5,2048.0,2164.0374,1346954.5,3995.0,2156.9814
799,-11709.003,1083.5221,1830967.1,2048.0,2112.9084,1292307.5,4000.0,2162.8516
800,-11795.925,1705.2394,1903576.9,2048.0,2181.0295,1374903.8,4005.0,2139.9563
801,-11777.457,1314.1708,1859762.4,2048.0,2117.44,1264258.5,4010.0,2151.4775
802,-11735.485,901.16583,1813202.1,2048.0,2108.8367,1199972.2,4015.0,2162.913
803,-11724.113,1232.2385,1846643.9,2048.0,2080.891,1212606.2,4020.0,2157.421
804,-11730.984,1286.8665,1851545.1,2048.0,2112.3855,1230844.5,4025.0,2157.2378
805,-11814.303,1183.7678,1851131.0,2048.0,2168.657,1218552.9,4030.0,2147.9812
806,-11717.781,1393.3878,1863179.2,2048.0,2175.9385,1323996.2,4035.0,2155.0552
807,-11690.715,1729.4822,1895107.1,2048.0,2098.581,1359345.5,4040.0,2151.489
808,-11742.387,1459.4077,1871545.0,2048.0,2159.932,1296139.0,4045.0,2150.7993
809,-11722.892,1421.6724,1866003.2,2048.0,2192.647,1303526.0,4050.0,2154.8816
810,-11733.807,1587.8738,1885061.2,2048.0,2114.253,1336656.2,4055.0,2149.3552
811,-11690.328,1558.821,1876226.0,2048.0,2175.042,1274727.2,4060.0,2156.042
812,-11675.515,1243.8289,1844375.4,2048.0,2176.9775,1357034.6,4065.0,2162.4893
813,-11601.3545,1385.9739,1848470.8,2048.0,2139.8054,1269929.0,4070.0,2170.4204
814,-11628.275,1087.364,1823810.6,2048.0,2171.2986,1312690.2,4075.0,2171.2808
815,-11693.204,1830.8286,1906022.9,2048.0,2187.358,1389466.9,4080.0,2148.4739
816,-11743.38,1005.20575,1823600.0,2048.0,2188.9749,1180609.4,4085.0,2160.785
817,-11704.329,749.7525,1794313.8,2048.0,2133.4663,1165236.1,4090.0,2169.8564
818,-11718.2705,1511.3823,1874381.4,2048.0,2182.8801,1267450.8,4095.0,2151.8076
819,-11666.932,1065.3418,1823690.1,2048.0,2183.0464,1272652.5,4100.0,2167.7693
820,-11668.904,1166.3823,1835074.2,2048.0,2190.1575,1281717.0,4105.0,2165.3218
821,-11709.008,1285.53,1851751.0,2048.0,2166.683,1312652.0,4110.0,2158.4175
822,-11657.591,1213.8256,1838434.0,2048.0,2202.0874,1319422.9,4115.0,2165.8447
823,-11735.67,1362.277,1861848.4,2048.0,2270.6658,1268150.9,4120.0,2152.3518
824,-11581.318,916.63666,1799461.8,2048.0,2201.938,1246620.9,4125.0,2181.2197
825,-11673.854,1037.1531,1821115.1,2048.0,2200.8523,1260468.6,4130.0,2168.7307
826,-11667.108,1351.8158,1853241.0,2048.0,2135.8813,1345857.4,4135.0,2163.2678
827,-11715.145,1245.5107,1849197.9,2048.0,2146.5464,1323777.8,4140.0,2157.4734
828,-11701.366,674.2637,1787646.0,2048.0,2129.2915,1256308.0,4145.0,2172.6514
829,-11636.6045,1560.6996,1872554.2,2048.0,2165.5227,1347764.9,4150.0,2160.4082
830,-11643.361,1158.006,1831675.6,2048.0,2153.8516,1335548.4,4155.0,2169.1455
831,-11570.501,1438.7177,1851529.8,2048.0,2109.508,1314697.9,4160.0,2171.6445
832,-11619.449,1427.2533,1856845.9,2048.0,2173.031,1342039.5,4165.0,2166.5662
833,-11639.424,1120.2291,1826168.9,2048.0,2125.813,1241483.2,4170.0,2170.4292
834,-11725.343,1520.1917,1875954.8,2048.0,2149.0078,1286777.0,4175.0,2152.6965
835,-11676.815,1271.9696,1845908.9,2048.0,2163.8967,1296237.2,4180.0,2162.5012
836,-11689.663,1011.828,1820722.4,2048.0,2088.6133,1266698.2,4185.0,2166.171
837,-11799.968,1454.5985,1877577.1,2048.0,2133.5308,1295938.8,4190.0,2144.354
838,-11706.22,1258.4198,1847599.8,2048.0,2072.399,1266790.1,4195.0,2159.0427
839,-11760.524,1057.7677,1832790.9,2048.0,2203.8909,1256606.0,4200.0,2156.646
840,-11682.425,967.82806,1816172.5,2048.0,2193.6255,1282946.5,4205.0,2169.0718
841,-11660.629,1564.4436,1875290.0,2048.0,2170.998,1383486.8,4210.0,2158.4646
842,-11693.943,1488.4645,1871619.6,2048.0,2156.5835,1348253.8,4215.0,2155.1445
843,-11728.395,1323.1016,1857372.8,2048.0,2154.738,1328334.5,4220.0,2154.7795
844,-11748.06,1052.6697,1831694.6,2048.0,2153.2192,1260535.0,4225.0,2158.6
845,-11718.745,1507.2709,1875395.9,2048.0,2171.8308,1399486.8,4230.0,2152.932
846,-11687.365,1471.6232,1869740.2,2048.0,2195.6165,1395376.4,4235.0,2156.6614
847,-11600.458,1435.009,1854240.5,2048.0,2084.066,1300732.9,4240.0,2168.4585
848,-11582.56,1558.1091,1866028.9,2048.0,2117.791,1354174.0,4245.0,2168.2893
849,-11673.456,1637.0488,1883785.9,2048.0,2187.2576,1376045.6,4250.0,2156.4402
850,-11641.365,1534.2776,1868450.0,2048.0,2184.812,1304539.6,4255.0,2161.8176
851,-11654.086,1283.9452,1845406.1,2048.0,2191.2651,1339772.1,4260.0,2164.3777
852,-11615.076,1076.1473,1819406.1,2048.0,2108.9727,1275770.0,4265.0,2174.5264
853,-11710.089,1160.9658,1838953.1,2048.0,2173.05,1284649.0,4270.0,2161.087
854,-11681.641,1442.7705,1864175.4,2048.0,2169.5305,1333477.0,4275.0,2158.8909
855,-11762.828,1648.8584,1893788.0,2048.0,2205.4817,1334645.0,4280.0,2145.033
856,-11652.442,1184.7837,1835187.0,2048.0,2087.211,1279151.4,4285.0,2166.4502
857,-11643.937,1273.0247,1842013.1,2048.0,2084.026,1298128.0,4290.0,2166.3655
858,-11744.059,979.0161,1824795.9,2048.0,2157.3718,1293863.4,4295.0,2159.5605
859,-11756.037,1205.5406,1847368.0,2048.0,2208.569,1254886.0,4300.0,2155.064
860,-11661.581,1683.8457,1887139.6,2048.0,2137.8867,1356162.5,4305.0,2154.6902
861,-11701.474,1987.8071,1921840.9,2048.0,2187.1455,1364325.1,4310.0,2145.3494
862,-11633.894,1309.8678,1845831.0,2048.0,2075.0112,1299135.4,4315.0,2167.1655
863,-11699.785,1170.311,1838046.4,2048.0,2139.6309,1256163.0,4320.0,2161.8264
864,-11727.101,1812.9974,1905738.0,2048.0,2126.7537,1327877.5,4325.0,2146.6174
865,-11768.248,1164.3615,1843694.5,2048.0,2186.9734,1227706.4,4330.0,2153.199
866,-11758.556,1064.0286,1832933.6,2048.0,2181.1455,1268810.6,4335.0,2157.3943
867,-11755.45,1666.712,1895544.0,2048.0,2115.6108,1355014.8,4340.0,2144.167
868,-11787.256,1705.6765,1902345.4,2048.0,2117.042,1281261.8,4345.0,2140.4155
869,-11784.576,1675.3507,1898721.4,2048.0,2146.068,1347844.8,4350.0,2141.4136
870,-11689.299,1496.6569,1870314.0,2048.0,2103.045,1317515.6,4355.0,2156.1782
871,-11752.74,1265.9679,1853177.8,2048.0,2166.4167,1271049.0,4360.0,2154.1738
872,-11717.291,1207.7224,1844950.0,2048.0,2040.808,1326599.6,4365.0,2159.4316
873,-11720.69,837.4099,1805627.2,2048.0,2169.1238,1230627.0,4370.0,2166.5867
874,-11671.445,1122.988,1829503.4,2048.0,2138.3916,1270809.8,4375.0,2166.3462
875,-11705.384,799.01355,1800958.4,2048.0,2233.654,1224992.9,4380.0,2169.1938
876,-11583.091,1428.9673,1853387.8,2048.0,2102.2366,1371463.0,4385.0,2170.1995
877,-11620.622,1647.4324,1878593.4,2048.0,2159.3647,1325290.1,4390.0,2161.327
878,-11631.653,1026.6177,1813843.9,2048.0,2193.818,1213693.0,4395.0,2174.511
879,-11654.774,1398.283,1857044.0,2048.0,2211.0244,1342858.1,4400.0,2162.1418
880,-11763.941,1533.8289,1881396.1,2048.0,2245.8337,1293063.6,4405.0,2147.024
881,-11714.06,1432.6493,1866433.4,2048.0,2226.7625,1244255.6,4410.0,2154.252
882,-11671.313,1209.9668,1837962.4,2048.0,2178.9998,1210289.4,4415.0,2164.3662
883,-11564.392,1354.6469,1843615.5,2048.0,2147.299,1390615.8,4420.0,2174.464
884,-11650.512,1598.4438,1876277.4,2048.0,2217.5151,1314101.0,4425.0,2158.473
885,-11619.594,1039.5214,1814961.2,2048.0,2149.3477,1236005.9,4430.0,2175.5505
886,-11712.709,1264.9973,1848263.4,2048.0,2234.151,1250918.6,4435.0,2160.249
887,-11801.623,1277.7434,1859088.8,2048.0,2226.2605,1258373.8,4440.0,2147.7712
888,-11698.34,1322.6367,1852928.6,2048.0,2083.1094,1248245.6,4445.0,2159.4502
